/title/company/location
52/글로벌 소셜카지노 서비스 해외사업 담당자 (경력)/네오위즈/대한민국
53/"2019 Military Service Exemption Position Available at the IBS CMCM (Synthetic Organic/Polymer Chemistry OR Theoretical Study of Carbon and Related Materials)"/울산과학기술원/울산 언양읍
54/"[헥스콘] 2021년 상반기 웹 및 모바일앱 UX/UI 디자이너"/헥스콘/창원 의창구
55/[우수훈련기관]전액무료 IT교육받고 취업하자/휴먼교육센터/청주 흥덕구
56/웹개발, 백엔드 외 경력 정규직/아이티엔제이/울산 남구
57/인프라보안/NHN/성남 판교역
58/2021 업무혁신(PI) 신입사원/LG디스플레이/경기도 파주
59/[Janssen] Data Scientist/Johnson & Johnson Family of Companies/서울
60/자산·디지털 부문 경력사원 채용/삼성생명/서울 서초동
61/정보보안 담당자/Nexon/성남 분당구
62/(주)넷타겟 연구원 (웹프론트엔드 개발자)/넷타겟/대전 유성구
63/파이썬 신입 개발자 (정규직)/쇼엠/인천 연수구
64/DGIST 제2차 계약직 연구원 채용공고/대구경북과학기술원/대구 현풍면
65/지스트 블록체인인터넷경제연구센터 계약직(연구원)/광주과학기술원/광주 북구
66/동국대학교 데이터분석팀 연구원(계약직) 채용공고/동국대학교/서울 필동
67/Assistant Professor of Computational and Data Sciences (CDS)/George Mason University Korea/인천 송도동
68/[김해 포스트코로나 청년일자리 지원 사업] 202... 월급 230만원/주식회사 디앤알팩토리/경상남도 김해
69/"S/W 엔지니어"/포스아이/창원 의창구
70/21년 IT직무 경력사원/롯데정보통신/서울 금천구
71/Data Scientist/LG전자/서울 영등포구
72/"전문연구요원 (병역특례) 수시 (AI / HW 분야)"/딥엑스/성남 분당구
73/테크센터개발팀 - 웹 프로그래머/Nexon/성남 분당구
74/"AI/딥러닝기반 머신비전 비전센터 상반기 공개"/유토시스/경기도 화성
75/2021년 상반기 Python 경력/매크로액트/성남 수정구
76/2021년 상반기 (주)다른코리아 SW 개발 직원/다른코리아/대전 유성구
77/(대전) 국방 M&S 연구분석관(통계, 연구분석 등)/심네트/대전 유성구
78/"자율주행연구팀 연구사원 (신입/경력)"/소네트/대구 달성군
79/한화생명 플랫폼개발팀 개발자 경력채용/한화그룹/서울
80/Data Scientist/Motion2AI/서울
81/21년 전문연구요원 (AI엔지니어)/Nexon/성남 분당구
82/협동로봇, 메카트로닉스, 공정엔지니어 외 신입 정규직/씨엔로봇/대전 중구
83/(주)엘솔루 R&D본부 ASR팀 개발직/㈜엘솔루/서울
84/[빅데이터플랫폼] 데이터 플랫폼 운영자/한국카카오은행/성남 분당구
85/영상처리, 머신비전, 장비제어 비전센터 상반기 공개/유토시스/경기도 화성
86/리서치분야 석사이상 경력직/케이지제로인/대한민국
87/Python, C++, VB,JAVA 가능자 긴급/유디에이시스템/서울 구로구
88/"협동로봇 실습장비 개발 및 교육 인력 1명/로봇공학 기술자 및 연구원"/씨엔로봇/대전 중구
89/(주)신세계아이앤씨 경력사원 상시/신세계아이앤씨/서울 중구
90/Sr. Application Engineer - HAV/Mentor Graphics (Korea) LLC/경기도 성남
91/사물인터넷(IoT) 개발자 (하드웨어 및 소프트웨어)/큐빅스/경기도 파주
92/2021 Global Data Internship - Seoul (Korean Speaker)/Bloomberg/서울
93/"2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관)"/네오스텍/인천 연수구
94/FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발)/딥엑스/성남 분당구
95/"연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱)"/모든/경기도 광명
96/[넥슨·엔씨소프트등] 자바·파이썬 응용SW 개발자 양성교육 · 동종업계 신입 초봉5천1/한국직업전문학교/서울 구로구
97/Customer Operations Engineering Manager/Success Korea/대한민국
98/(주)엘솔루 웹 개발자/㈜엘솔루/서울
99/[KSTEC] 2021년 경력 사원 (SW개발자)/지식시스템/성남 분당구
100/"산업용 비전 처리 S/W 개발, AI 가속기 처리 S/W 개발 경력사원"/여의시스템/성남 중원구
101/[대성] 개발자 채용 | 앱개발,Java,Python,objective/대성 관심기업/전주 팔복동
102/[대구] 빅데이터 개발 연구원/드림아이디어소프트/대구 동구
103/"[공채] 2021년 수시 머신러닝 및 S/W개발(응용) 3월28일 마감"/에스에프에이/경기도 화성
104/"Field Application Engineer (FAE) – Korea/Asia"/LUCID Vision Labs/대한민국
105/각 분야별 인재 Pool 등록/지투알/서울
106/DGIST 미래자동차융합연구센터 계약직 연구원 및 연수연구원 공개 초빙 공고/대구경북과학기술원/대구 현풍면
107/"NAVER IDC 서버 운영/관리"/NIT Service/춘천 동면
108/DGIST HumanLAB(인간중심지능형시스템연구실) 연수연구원 채용 공고/대구경북과학기술원/대구 현풍면
109/Consultant - Identity & Security/Microsoft/대한민국
110/소프트웨어 경력 개발자/이지정보기술/제주 제주시
111/Lead Product Engineer - Liberate/Cadence Design Systems/경기도
112/2021 GEDP (Global Engineering Development Program)/GE Appliances/경기도 성남
113/"2021년 한화시스템 방산부문 프로젝트/기간제 엔지니어 채용(상시)"/한화그룹/서울
114/데이터 사이언스(데이터 모델링 및 추천 모델링)/NHN/성남 판교역
115/2021 Market Data Analyst - Seoul/Bloomberg/서울
116/데이터 분석가 모집/카카오/성남 판교역
117/"추천 통계분석/데이터사이언티스트"/카카오/성남 판교역
118/"[전문연구요원] 빅데이터 엔지니어(신입/경력)"/웹젠/성남 분당구
119/Product Engineer II - Liberate/Cadence Design Systems/경기도
120/데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집/카카오/성남 판교역
121/추천 시스템 소프트웨어 엔지니어/카카오/성남 판교역
122/데이터 사이언티스트 모집/카카오/성남 판교역
123/인공지는 연구원(딥러닝, 컴퓨터 비젼)/디비엔텍/인천 서구
124/OPC Applications Engineer/Synopsys/경기도 성남
125/2021년 수시채용-SW개발,제어설계,기구설계/에스에프에이/아산 둔포면
126/메시지발송 플랫폼 개발자/Nexon/성남 분당구
127/신한AI 인공지능(AI) 인력/신한에이아이/서울 영등포구
128/카카오 데이터의 가치를 발굴할 데이터 분석가 모집/카카오/성남 판교역
129/"데이터 분석/처리 플랫폼 개발"/NHN/성남 판교역
130/Network Engineer/Blizzard Entertainment/서울
131/블록체인인터넷경제연구센터 위촉연구원/광주과학기술원/광주 북구
132/[웹젠] 백엔드개발(경력)/웹젠/성남 분당구
133/"추천 시스템 연구/개발"/카카오/성남 판교역
134/리서치분야 경력직/케이지제로인/대한민국
135/Field Data Scientist/Success Korea/경기도
136/딥러닝 AI 개발 연구원/베이리스/성남 수정구
137/"(신입/경력) AR&AI 엔지니어"/플레이스에이/성남 분당구
138/MongoDB Engineer 모집/카카오/성남 판교역
139/Data Scientist 모집/한독약품/서울
140/Python 경력 정규직/브라이트컨설팅/서울 강남구
141/"[Altair Korea/ 외국계] CFD Engineer"/알테어엔지니어링/성남 분당구
142/솔루션 엔지니어 (Network Infra)/글로벌 네트워크 회사/서울 강남구
143/"웹개발, 백엔드 외 신입/경력 계약직"/뚜껑/서귀포 서귀포시
144/"AI/빅데이터/클라우드 분야 (인재 Pool)"/LG유플러스/서울
145/2021년 상반기 정보보안 엔지니어 - 취약점파트/인섹시큐리티/서울 금천구
146/DGIST 동반진단의료기술융합연구실 계약직 연구원 채용 공고/대구경북과학기술원/대구 현풍면
147/"사물인터넷(IoT) 개발, 메카트로닉스 외 신입/경력 정규직"/리쉐니에/수원 영통구
148/DGIST 동반진단의료기술융합연구실 계약직 연구원 공개 초빙 공고/대구경북과학기술원/대구 현풍면
149/PostgreSQL 운영 및 데이터베이스 관리자 모집/카카오/성남 판교역
150/Application Engineer South Korea (Physics, EE)/Zurich Instruments/대한민국
151/Field Applications Engineer, Audio/Dolby/서울
152/데이터 사이언스(데이터 모델링 및 추천 모델링)/NHN/성남 판교역
153/Python Programmer/Mofac/서울 서초구
154/"[Clova CIC] AI/ML 개발 인턴사원"/네이버/서울
155/[인재풀] 아티스트/Electronic Arts/서울
156/Site Reliability Engineer, APAC/Canonical - Jobs/서울
157/DGIST 동반진단의료기술융합연구실 계약직 연구원 공개 채용 공고/대구경북과학기술원/대구 현풍면
158/금융 데이터 분석 엔진, 로보어드바이저 개발자/에스비씨엔/서울 영등포구
159/2021년 상반기 (주)다른코리아 SW 개발 직원/다른코리아/대전 유성구
160/"협동로봇 실습장비 개발 및 교육 인력 /로봇공학 기술자 및 연구원"/씨엔로봇/대전 중구
161/데이터 분석 전문가/이베이 코리아/서울 강남구
162/qe 소프트웨어 엔지니어/에이치알 코리아/대한민국
163/Sr. Manager for Logistics digital transformation/Thermo Fisher Scientific/서울
164/[대구] 빅데이터 개발 연구원/드림아이디어소프트/대구 동구
165/Customer Engineer/Microsoft/서울
166/"Security Engineer (모의해킹/취약점 점검)"/Toss/서울 강남구
167/"[Search] 네이버/LINE 지역검색 및 추천 서비스 개발 신입/경력"/네이버/서울
168/Back-end Engineer (Python)/Soomgo/서울 강남구
169/Data Scientist(CSS 모델링)/Toss/서울 강남구
170/데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집/카카오/성남 판교역
171/"[Search] 클라우드 컴퓨팅 플랫폼 BE 개발 신입/경력사원"/네이버/서울
172/"[Search] 클라우드 컴퓨팅 쿼리 엔진 플랫폼 BE 개발 신입/경력사원"/네이버/서울
173/NLP Researcher/AITRICS/서울
174/Field Data Scientist/Success Korea/경기도
175/Product Engineer II - Liberate/Cadence Design Systems/경기도
176/[Manta] Growth Data Analytics Manager/RIDI Corp/서울
177/[진행중]우리은행 마이데이터ACT 전문직 (데이터 사이언티스트(데이터 기획자)) 채용공고/우리은행/서울 회현동
178/고등광기술연구소 전문연구요원/광주과학기술원/광주 북구
179/"웹개발, Python 외 신입/경력 계약직"/쿠바로엠앤씨/서울 강서구
180/[신입,경력] Application 개발자/유즈브레인넷/서울 구로구
181/[보안솔루션] 딥러닝 아키텍쳐 부문/컴트루테크놀로지/서울 마포구
182/DGIST-ETH 마이크로로봇연구센터 계약직 연구원 공개 초빙 공고/대구경북과학기술원/대구 현풍면
183/"2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관)"/네오스텍/인천 연수구
184/Software Engineer, Machine Learning/Google/서울
185/Security Engineer - Ubuntu/Canonical - Jobs/서울
186/인공지는 연구원(딥러닝, 컴퓨터 비젼)/디비엔텍/인천 서구
187/메시지발송 플랫폼 개발자/Nexon/성남 분당구
188/데이터 사이언티스트 모집/카카오/성남 판교역
189/[서울지사][던파모바일2D] 서버 빌드 담당자/네오플/서울 강남구
190/"추천 통계분석/데이터사이언티스트"/카카오/성남 판교역
191/FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발)/딥엑스/성남 분당구
192/[개발자] 꿈 찾아드립니다. 저희와 함께하세요/ICON/서울 강남구
193/"AI/딥러닝기반 머신비전 비전센터 상반기 공개"/유토시스/경기도 화성
194/"기술영업(신입/경력)"/에이치알 코리아/대한민국
195/Senior Solutions Engineer/Confluent/서울
196/보안 모니터링 시스템 개발 및 운영 담당자 모집/카카오/성남 판교역
197/"[데이타게이트 코리아] IT지원 기술자/개발자"/데이타게이트코리아/서울 구로구
198/소프트웨어 경력 개발자/이지정보기술/제주 제주시
199/Software Developer/Korea Trade center/대한민국
200/전기전자컴퓨터공학부(바이오컴퓨팅연구실) 위촉연구원/광주과학기술원/광주 북구
201/Native Korean Speaking Software Test QA Engineer/TikTok/서울 구로디지털단지역
202/데이터 마케팅 경력사원/LG전자/서울 영등포구
203/"2021 상반기 인공지능(AI)/ 머신러닝 경력사원"/아프스/서울 서초구
204/데이터 사이언티스트 초빙/에이치앤티어세스/서울 서초구
205/eBeam System Engineer for R&D Extension Korea/Applied Materials Inc./경기도 화성
206/[KSTEC] 2021년 경력 사원 (SW개발자)/지식시스템/성남 분당구
207/Product Service Expert/Nova Measuring Instruments/경기도 화성
208/[EA Korea] DevOps Engineer/Electronic Arts/서울
209/Field Algorithm Engineer/Nova Measuring Instruments/경기도 화성
210/"골프존 경력채용 - AI개발(머신러닝/데이터 엔지니어)"/골프존/서울
211/국내카드사 DW개발/제이엔커리어/서울 서초구
212/"웹 개발자 경력 Java/Php/Javascript/Python/Html/CSS 등 프로젝트 경력자"/바이오브레인/대전 서구
213/"[포털서비스] AB테스트 설계/분석 데이터 엔지니어 및 서버 개발자 모집"/카카오/성남 판교역
214/Manager Consumer Data Seoul, South Korea Consumer/Philip Morris International/서울
215/펌웨어, C·C++ 경력 계약직/아르비존/인천 연수구
216/"[긴급] 빅데이터 플랫폼 개발에 관심있는 신입/경력 직원"/타임소프트/서울 금천구
217/"[공채] 2021년 수시 머신러닝 및 S/W개발(응용) 3월28일 마감"/에스에프에이/경기도 화성
218/"2020년 각 부문 신입/경력"/더이앤엠/서울
219/AI 개발자/넷아이디/서울 강남구
220/DBA경력직/한국사이버결제/서울 구로구
221/Senior Analyst - Data Analytics/McKinsey & Company/서울
222/"1분기 개발자 (신입/경력)"/이스트게임즈/서울 서초구
223/"[Altair Korea/ 외국계] CFD Engineer"/알테어엔지니어링/성남 분당구
224/플랫폼쉴드 시스템 개발/Nexon/성남 분당구
225/"전문연구요원 (병역특례) 수시 (AI / SW 분야)"/딥엑스/성남 분당구
226/OLED 광학 분야 경력사원/LG디스플레이/서울 마곡역
227/"(신입/경력) AR&AI 엔지니어"/플레이스에이/성남 분당구
228/"[AI/Lab] AI 백엔드 엔지니어 (마케팅 분야)"/버즈니/서울
229/"[TmaxBI/기술] 빅데이터 플랫폼 QA"/티맥스소프트/성남 분당구
230/[정보보안] 보안기반 분석 개발 담당자 모집/엔씨소프트/성남 판교역
231/클라우드 시스템 엔지니어링/NHN/성남 판교역
232/"[어니컴(주)] 데이터 분석가 신입/경력"/어니컴/서울 용산구
233/[경력] 웹 프로그램 개발자 - ITS/삼정 KPMG/서울 강남구
234/신입 개발자 (Software Engineers)/트릿지/서울 서초구
235/"(주)신세계아이앤씨 AI/클라우드 부문 상시"/신세계아이앤씨/서울 중구
236/현대무벡스 경력사원 상시/현대무벡스/서울 종로구
237/IOT인공지능 융합메이커 강사 훈련생 (코딩, 아두이노, 3D모델링 등)/동대문여성인력개발센터/서울 동대문구
238/[전액국비지원] 데이터 기반 홈IOT 서비스 개발 실무자 양성 및 취업연계/한국스마트홈산업협회/서울 금천구
239/"(주)아신 온라인쇼핑몰 정산/기획실무 정직원"/아신/서울 강남구
240/"[Search] 동영상 검색 백엔드 개발 신입/경력"/네이버/서울
241/DevOps Developer/IBM/서울
242/Integration Engineer/스트라드비젼/서울 강남구
243/게임 데이터 분석가/쿡앱스/성남 분당구
244/신입 개발자/아파트엔/서울 서초구
245/빅데이터, 데이터사이언스 신입 정규직/이씨이십일알앤씨/서울 강남구
246/"금융IT(UI/UX개발) 인재"/에셋플러스자산운용/대한민국
247/SW Engineer for R&D Extension Korea/Applied Materials Inc./경기도 화성
248/초지향 스피커용 신호처리 알고리즘(신입 및 경력) 개발자/제이디솔루션/서울 금천구
249/엔미디어플랫폼 데이터베이스 관리자 (DBA) 인재 안내/리더스소프트/성남 분당구
250/SW 개발 (Django 기반) 경력부문/데이터사이언스랩/성남 분당구
251/가상화 엔지니어 정규직/다원커리어/서울 서초구
252/Front end 개발자/브릭/성남 분당구
253/Site Reliability Engineer, APAC/Canonical - Jobs/서울
254/Python Programmer/Mofac/서울 서초구
255/애플리케이션 보안/NHN/성남 판교역
256/Cross Border Ecommerce - Business Intelligence (Based in Seoul)/Shopee/서울
257/"[Search] 파파고 머신러닝(자연어처리, 컴퓨터비전) 엔지니어 신입/경력"/네이버/서울
258/AI 개발자/넷아이디/서울 강남구
259/지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원)/광주과학기술원/광주 북구
260/Engineering Manager - EdgeX - IoT/Canonical - Jobs/서울
261/[단기계약직] 인공지능 기술 개발을 위한 언어 데이터 구축자 모집/엔씨소프트/성남 판교역
262/eBeam System Engineer for R&D Extension Korea/Applied Materials Inc./경기도 화성
263/[서울지사][던파모바일2D] 서버 빌드 담당자/네오플/서울 강남구
264/(주)테라젠바이오 데이터과제팀 계약직/테라젠바이오/수원 영통구
265/[진행중]우리은행 마이데이터ACT 전문직 (데이터 사이언티스트(데이터 기획자)) 채용공고/우리은행/서울 회현동
266/기후 분석&모델링연구실 시간제연구원/광주과학기술원/광주 북구
267/DGIST 미래자동차융합연구센터 계약직 연구원 및 박사후연수연구원 공개 초빙 공고/대구경북과학기술원/대구 현풍면
268/"[긴급] 빅데이터 플랫폼 개발에 관심있는 신입/경력 직원"/타임소프트/서울 금천구
269/Customer Engineer/Microsoft/서울
270/SW Engineer for R&D Extension Korea/Applied Materials Inc./경기도 화성
271/[카카오 클라우드] 대용량 분산 스토리지 개발자 모집/카카오/성남 판교역
272/블록체인 노드 DevOps(구축 및 운영) 담당자 (경력)/네오위즈/대한민국
273/Data Analytics SA/Amazon Web Services Korea LLC/서울
274/머신러닝 개발자 모집/넷마블/서울 구로구
275/Data Scientist(CSS 모델링)/Toss/서울 강남구
276/퀀트 개발자 (Quant Developer)/ATZ Inc./서울
277/대기업 CTO AI기술 확보 알고리즘 (박사급)/에이치알 코리아/대한민국
278/"[NIT Service] NAVER IDC 서버 운영/관리(춘천)"/엔아이티서비스/강원도 춘천
279/"[Search] 클라우드 AI 플랫폼 BE 개발 신입/경력사원"/네이버/서울
280/이공계 전문기술 연수사업 수강생/경기도경제과학진흥원/서울
281/[AI R&D] Language AI(NLP) Research 분야 수시 채용/엔씨소프트/성남 판교역
282/"NHN Cloud 사업기획/영업"/NHN/성남 판교역
283/[TGD] 플랫폼 서비스 Back-End 프로그래머 모집/엔씨소프트/성남 판교역
284/[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문/현대산업개발/성남 분당구
285/게임 런처 개발/Nexon/성남 분당구
286/해양물리사업부 (조사 및 분석)/선영종합엔지니어링/고양 덕양구
287/"아이나비 컴퓨터비전/머신러닝 개발 담당 신입 및 경력 모집"/팅크웨어(주) 관심기업/성남 삼평동
288/BIM Manager/SYSTRA/서울
289/"[어니컴(주)] 데이터 분석가 신입/경력"/어니컴/서울 용산구
290/Autonomous Driving 분야 엔지니어/포티투닷/서울 강남구
291/"웹개발, Python 외 신입/경력 계약직"/쿠바로엠앤씨/서울 강서구
292/[카카오 클라우드] 카카오 분산 기술 플랫폼 개발자 모집/카카오/성남 판교역
293/MD, 플랫폼 개발자/슬래디티/경기도 의정부
294/대기업 딥러닝 기반 영상처리 개발자 (박사급, 판교)/인파트너스/서울
295/차세대 AAA 콘솔게임 애니메이션 리거 모집/엔씨소프트/성남 판교역
296/"2020년 각 부문 신입/경력"/더이앤엠/서울
297/"[Clova CIC] AI/ML 개발자 (경력)"/네이버/서울
298/대기업계열 화학사 DT전략수립 및 분석 (대리급)/에이치알 코리아/대한민국
299/"(주)신세계아이앤씨 AI/클라우드 부문 상시"/신세계아이앤씨/서울 중구
300/스크립트 개발 프로그래머/Nexon/성남 분당구
301/"1분기 개발자 (신입/경력)"/이스트게임즈/서울 서초구
302/[경력] 웹 프로그램 개발자 - ITS/삼정 KPMG/서울 강남구
303/신입 개발자 (Software Engineers)/트릿지/서울 서초구
304/"(주)신세계아이앤씨 AI/클라우드 부문 상시"/신세계아이앤씨/서울 중구
305/현대무벡스 경력사원 상시/현대무벡스/서울 종로구
306/IOT인공지능 융합메이커 강사 훈련생 (코딩, 아두이노, 3D모델링 등)/동대문여성인력개발센터/서울 동대문구
307/[전액국비지원] 데이터 기반 홈IOT 서비스 개발 실무자 양성 및 취업연계/한국스마트홈산업협회/서울 금천구
308/"(주)아신 온라인쇼핑몰 정산/기획실무 정직원"/아신/서울 강남구
309/Data Specialist (Scientist&&Engineer)/아우름플래닛/서울 마포구
310/"[Search] 동영상 검색 백엔드 개발 신입/경력"/네이버/서울
311/[AI R&D] Language AI(NLP) Research 분야 수시 채용/엔씨소프트/성남 판교역
312/DevOps Developer/IBM/서울
313/Integration Engineer/스트라드비젼/서울 강남구
314/Java, Python 영상툴 개발자/에이아이메이커/서울 마곡동
315/게임 데이터 분석가/쿡앱스/성남 분당구
316/신입 개발자/아파트엔/서울 서초구
317/빅데이터, 데이터사이언스 신입 정규직/이씨이십일알앤씨/서울 강남구
318/"금융IT(UI/UX개발) 인재"/에셋플러스자산운용/대한민국
319/SW Engineer for R&D Extension Korea/Applied Materials Inc./경기도 화성
320/"카카오톡 안티어뷰징을 위한 데이터/백엔드 엔지니어 및 머신러닝 전문가 모집"/카카오/성남 판교역
321/초지향 스피커용 신호처리 알고리즘(신입 및 경력) 개발자/제이디솔루션/서울 금천구
322/엔미디어플랫폼 데이터베이스 관리자 (DBA) 인재 안내/리더스소프트/성남 분당구
323/SW 개발 (Django 기반) 경력부문/데이터사이언스랩/성남 분당구
324/가상화 엔지니어 정규직/다원커리어/서울 서초구
325/(주)테라젠바이오 데이터과제팀 계약직/테라젠바이오/수원 영통구
326/지스트 블록체인경제센터 계약직연구원/광주과학기술원/광주 북구
327/"[청년디지털일자리] 파이썬(Excel 활용) 업무 전자 부품 등록/관리"/성호전자/서울 금천구
328/대기업 영상처리 관련 IP 개발자 (판교)/인파트너스/서울
329/"한글 Q&A 시스템 연구 개발 신입/경력사원"/포티투마루/서울 관악구
330/이공계 전문기술 연수사업 수강생/경기도경제과학진흥원/서울
331/자연어처리전문가 금융챗봇 만들어 갈 엔지니어/파운트/서울 충정로역
332/"게임이상탐지 분석/개발"/Nexon/성남 분당구
333/"아이나비 컴퓨터비전/머신러닝 개발 담당 신입 및 경력 모집"/팅크웨어(주) 관심기업/성남 삼평동
334/[TGD] 플랫폼 서비스 Back-End 프로그래머 모집/엔씨소프트/성남 판교역
335/고등광기술연구소 레이저응용시스템연구실 위촉연구원/광주과학기술원/광주 북구
336/차세대 광-무선 가입자망 연구센터 연구전담교수/광주과학기술원/광주 북구
337/블록체인 시스템 엔지니어 양성과정 교육생/에프앤이노에듀/서울
338/차세대 AAA 콘솔게임 애니메이션 리거 모집/엔씨소프트/성남 판교역
339/"[공통기술부문] AI / ML 엔지니어 (3년 이상)"/우아한 형제들/서울 송파구
340/VPS Application Engineer - HAV/Mentor Graphics (Korea) LLC/경기도 성남
341/"[전문연구요원] ML/DL 연구원 및 SW 개발자"/뷰노코리아/서울 서초구
342/[최고인기과정] 게임 각 분야 국비지원 교육 참여자/SGA 서울게임아카데미/서울 종로구
343/데이터 마트 개발/Nexon/성남 분당구
344/[웹젠] 게임보안(경력)/웹젠/성남 분당구
345/지표구축/아프리카TV/경기도 성남
346/"빅데이터 분석(머신러닝/딥러닝) 컨설턴트 정규직"/디앤아이컨설팅/서울 동대문구
347/인공지능(AI) 프로그래밍 교육 소프트웨어 개발자/에이쳐/용인 처인구
348/퍼즐데이터 역량있는 데이터 분석가/주식회사퍼즐데이터/서울 역삼동
349/대기업 딥러닝 기반 영상처리 개발자 (박사급, 판교)/인파트너스/서울
350/데이터 분석 직군 모집/넷마블/서울 구로구
351/빅데이터 분석 신입 및 경력/데이터사이언스랩/성남 분당구
352/DevOps Engineer/Toss/서울 강남구
353/Application Architect/Amazon Web Services Korea LLC/서울
354/정보전략 담당자 모집/넷마블/서울 구로구
355/"(주)신세계아이앤씨 AI/클라우드 부문 상시"/신세계아이앤씨/서울 중구
356/Staff Field Application Engineer/Dolby/서울
357/시스템 엔지니어/아프리카TV/경기도 성남
358/DGIST 고신뢰CPS연구센터 제1차 계약직 연구원 채용 공고/대구경북과학기술원/대구 현풍면
359/"빅데이터 분석(머신러닝/딥러닝) 컨설턴트 정규직"/디앤아이컨설팅/서울 동대문구
